tau_clf,tau_entropy,tau_cos,tau_margin,tau_knn,accepted,coverage,precision
0.85,0.3,0.7,0.15,1.0,1,5.5518543193426606e-05,0.0
0.85,0.3,0.7,0.2,1.0,1,5.5518543193426606e-05,0.0
0.9,0.3,0.7,0.1,1.0,1,5.5518543193426606e-05,0.0
0.9,0.3,0.7,0.15,1.0,1,5.5518543193426606e-05,0.0
0.9,0.3,0.7,0.2,1.0,1,5.5518543193426606e-05,0.0
0.95,0.3,0.7,0.1,1.0,1,5.5518543193426606e-05,0.0
0.95,0.3,0.7,0.15,1.0,1,5.5518543193426606e-05,0.0
0.95,0.3,0.7,0.2,1.0,1,5.5518543193426606e-05,0.0
0.95,0.4,0.7,0.1,1.0,1,5.5518543193426606e-05,0.0
0.95,0.4,0.7,0.15,1.0,1,5.5518543193426606e-05,0.0
0.95,0.4,0.7,0.2,1.0,1,5.5518543193426606e-05,0.0
0.95,0.6,0.7,0.1,1.0,1,5.5518543193426606e-05,0.0
0.95,0.6,0.7,0.15,1.0,1,5.5518543193426606e-05,0.0
0.95,0.6,0.7,0.2,1.0,1,5.5518543193426606e-05,0.0
0.85,0.3,0.8,0.1,0.6,0,0.0,0.0
0.85,0.3,0.8,0.1,0.8,0,0.0,0.0
0.85,0.3,0.8,0.1,1.0,0,0.0,0.0
0.85,0.3,0.8,0.15,0.6,0,0.0,0.0
0.85,0.3,0.8,0.15,0.8,0,0.0,0.0
0.85,0.3,0.8,0.15,1.0,0,0.0,0.0
0.85,0.3,0.8,0.2,0.6,0,0.0,0.0
0.85,0.3,0.8,0.2,0.8,0,0.0,0.0
0.85,0.3,0.8,0.2,1.0,0,0.0,0.0
0.85,0.3,0.9,0.1,0.6,0,0.0,0.0
0.85,0.3,0.9,0.1,0.8,0,0.0,0.0
0.85,0.3,0.9,0.1,1.0,0,0.0,0.0
0.85,0.3,0.9,0.15,0.6,0,0.0,0.0
0.85,0.3,0.9,0.15,0.8,0,0.0,0.0
0.85,0.3,0.9,0.15,1.0,0,0.0,0.0
0.85,0.3,0.9,0.2,0.6,0,0.0,0.0
0.85,0.3,0.9,0.2,0.8,0,0.0,0.0
0.85,0.3,0.9,0.2,1.0,0,0.0,0.0
0.9,0.3,0.8,0.1,0.6,0,0.0,0.0
0.9,0.3,0.8,0.1,0.8,0,0.0,0.0
0.9,0.3,0.8,0.1,1.0,0,0.0,0.0
0.9,0.3,0.8,0.15,0.6,0,0.0,0.0
0.9,0.3,0.8,0.15,0.8,0,0.0,0.0
0.9,0.3,0.8,0.15,1.0,0,0.0,0.0
0.9,0.3,0.8,0.2,0.6,0,0.0,0.0
0.9,0.3,0.8,0.2,0.8,0,0.0,0.0
0.9,0.3,0.8,0.2,1.0,0,0.0,0.0
0.9,0.3,0.9,0.1,0.6,0,0.0,0.0
0.9,0.3,0.9,0.1,0.8,0,0.0,0.0
0.9,0.3,0.9,0.1,1.0,0,0.0,0.0
0.9,0.3,0.9,0.15,0.6,0,0.0,0.0
0.9,0.3,0.9,0.15,0.8,0,0.0,0.0
0.9,0.3,0.9,0.15,1.0,0,0.0,0.0
0.9,0.3,0.9,0.2,0.6,0,0.0,0.0
0.9,0.3,0.9,0.2,0.8,0,0.0,0.0
0.9,0.3,0.9,0.2,1.0,0,0.0,0.0
0.95,0.3,0.8,0.1,0.6,0,0.0,0.0
0.95,0.3,0.8,0.1,0.8,0,0.0,0.0
0.95,0.3,0.8,0.1,1.0,0,0.0,0.0
0.95,0.3,0.8,0.15,0.6,0,0.0,0.0
0.95,0.3,0.8,0.15,0.8,0,0.0,0.0
0.95,0.3,0.8,0.15,1.0,0,0.0,0.0
0.95,0.3,0.8,0.2,0.6,0,0.0,0.0
0.95,0.3,0.8,0.2,0.8,0,0.0,0.0
0.95,0.3,0.8,0.2,1.0,0,0.0,0.0
0.95,0.3,0.9,0.1,0.6,0,0.0,0.0
0.95,0.3,0.9,0.1,0.8,0,0.0,0.0
0.95,0.3,0.9,0.1,1.0,0,0.0,0.0
0.95,0.3,0.9,0.15,0.6,0,0.0,0.0
0.95,0.3,0.9,0.15,0.8,0,0.0,0.0
0.95,0.3,0.9,0.15,1.0,0,0.0,0.0
0.95,0.3,0.9,0.2,0.6,0,0.0,0.0
0.95,0.3,0.9,0.2,0.8,0,0.0,0.0
0.95,0.3,0.9,0.2,1.0,0,0.0,0.0
0.95,0.4,0.8,0.1,0.6,0,0.0,0.0
0.95,0.4,0.8,0.1,0.8,0,0.0,0.0
0.95,0.4,0.8,0.1,1.0,0,0.0,0.0
0.95,0.4,0.8,0.15,0.6,0,0.0,0.0
0.95,0.4,0.8,0.15,0.8,0,0.0,0.0
0.95,0.4,0.8,0.15,1.0,0,0.0,0.0
0.95,0.4,0.8,0.2,0.6,0,0.0,0.0
0.95,0.4,0.8,0.2,0.8,0,0.0,0.0
0.95,0.4,0.8,0.2,1.0,0,0.0,0.0
0.95,0.4,0.9,0.1,0.6,0,0.0,0.0
0.95,0.4,0.9,0.1,0.8,0,0.0,0.0
0.95,0.4,0.9,0.1,1.0,0,0.0,0.0
0.95,0.4,0.9,0.15,0.6,0,0.0,0.0
